gender,credit_score,approved,pseudo_id,age_bin,income_band
M,631.0,0,28a0d0d85e9ba38c,60s,30000
M,608.0,0,671a158a781ad734,20s,40000
M,676.0,0,ef93483332b81d9b,40s,70000
F,601.0,0,6927755dbaab36f7,60s,20000
F,559.0,0,4830a195856bc9f2,50s,30000
F,656.0,0,8c5f16c5d39298fd,20s,50000
M,781.0,0,790f5d52ae284225,50s,40000
F,677.0,0,d2f8b0380531e3af,30s,40000
F,693.0,0,0256d8d563567536,40s,30000
F,531.0,0,ef24aabe531323c2,40s,50000
M,711.0,1,f7034b080fba095c,50s,50000
M,687.0,0,70b6f9fe4c56c5c7,20s,60000
M,633.0,0,e5009eb496b61705,40s,50000
F,693.0,0,004777519187ac15,50s,50000
M,692.0,1,6538f876af9fdbf6,40s,20000
M,606.0,0,51cd0a916d91fa1d,30s,60000
M,703.0,0,d99191a1ea457c4f,20s,40000
F,764.0,0,269f295c69b4ae84,40s,50000
M,664.0,0,cf87c640a4cd2931,50s,70000
F,619.0,0,a0720ede3b5f00e4,40s,40000
F,668.0,0,093b70368aec1292,60s,70000
F,740.0,0,cea57933ee4c5ab9,40s,80000
M,594.0,0,b0ef49ef455bcd0d,40s,60000
F,720.0,0,1700a51b489dc1ab,20s,30000
F,633.0,0,212277c2b0e2ce62,40s,10000
F,697.0,0,c00619de2d5fff40,20s,70000
M,640.0,0,1c6d30612711b7ba,50s,50000
M,640.0,0,202169ac1cc8cedd,20s,40000
M,787.0,1,d17daac506082ad8,50s,70000
M,581.0,0,0c8f13b868f1fc53,30s,30000
M,714.0,0,c7bb94326a014e2c,30s,40000
M,801.0,0,b4d48cb66b43d5cb,20s,60000
M,728.0,0,946f2f8245f93e97,20s,30000
F,587.0,0,e519a23ca10c3261,60s,50000
M,590.0,0,b150442bb315a34d,30s,70000
F,627.0,1,9b950f2612a03883,40s,50000
F,691.0,0,8d191e6b418d88f8,60s,70000
M,696.0,0,c50ab1b65d213416,40s,70000
F,591.0,0,78b1f86a81458719,20s,50000
M,619.0,0,c104e7a946c8a084,30s,10000
F,623.0,0,2455b9fda08a80f9,30s,30000
M,667.0,0,e2d710bdc2504512,30s,60000
F,819.0,0,5fada89b39757563,30s,20000
M,615.0,0,f4116e425f15d551,40s,40000
M,612.0,0,f6b381cf585cbb5d,30s,60000
M,601.0,0,5d3d6a250c6c82eb,30s,80000
F,724.0,0,736d525e3db39d52,30s,40000
F,677.0,0,6b6d19e4cec8d3f9,30s,40000
M,617.0,0,778f38db0e755886,30s,50000
M,655.0,0,31d31f8fc221720c,30s,60000
M,625.0,0,e2168a529499b278,60s,50000
M,701.0,0,bf1daab2c74216cb,40s,70000
M,850.0,0,016361f22a891e98,40s,40000
M,719.0,0,31fa2d0bf0e01f0f,60s,50000
F,673.0,0,fb6cfe29ebbd5b8c,40s,60000
F,633.0,0,8ef07cc107da899d,20s,40000
M,586.0,0,47f952df413b0975,30s,70000
F,731.0,1,e67efe09c22a55fb,40s,50000
M,728.0,0,04584ab6f19645d6,40s,60000
F,647.0,0,63e4f055a6671bec,20s,50000
M,765.0,0,5b830668e9b31d19,20s,60000
F,681.0,0,f1c2f560afcefc47,30s,40000
F,734.0,0,f81bcf60e347ac3a,60s,40000
F,701.0,0,ab99032fea075fe6,50s,70000
M,668.0,0,3a2f13401f9749c1,50s,60000
F,613.0,0,35037e867ea59e35,20s,30000
M,670.0,0,453c57cb48533486,30s,50000
M,739.0,0,587e106ff4b765c1,40s,10000
F,644.0,0,55ea5827402a5614,30s,40000
M,711.0,0,a3a606ae34cbd3a6,30s,70000
F,604.0,0,57c9f5a98cc1bff9,30s,50000
F,735.0,0,31515adf0d7b6a53,20s,50000
M,702.0,0,3d03e163ec15fc9a,50s,10000
F,596.0,0,afc6f36668d3dee0,60s,40000
M,664.0,0,a3bf572dc68f2624,20s,60000
M,745.0,0,e1943055c719ddae,30s,60000
M,592.0,0,a97094ff70b3bd87,40s,70000
F,605.0,0,43d98c505b50a479,50s,50000
M,675.0,0,6f118cf63f3b3bb7,60s,50000
M,829.0,0,525b1aab592d1a95,30s,30000
M,633.0,0,9e85ec027c9ac250,50s,50000
F,715.0,0,d29c6e548fb3ddca,60s,30000
F,698.0,0,46c436d8522b4cab,50s,20000
F,639.0,0,a5388dda098f8881,30s,30000
F,691.0,0,5a86746ec2c02da3,50s,80000
F,649.0,0,9d019bf1edf4786c,30s,50000
M,655.0,0,c724ab703e3786b0,20s,50000
M,564.0,0,a03a579626362f0b,50s,40000
F,678.0,0,58932fe4445b73c2,50s,20000
F,743.0,0,9a85c67b59abe67f,30s,70000
M,684.0,0,e4f7abd8822b792d,30s,10000
M,756.0,0,3678c9bd2ad93ab1,30s,40000
F,721.0,0,c8c09279d93b1e0a,20s,50000
M,676.0,0,bb162296b4720b36,60s,50000
F,636.0,1,8fa218bd41557b54,20s,40000
M,646.0,0,1615f3576365c5ad,40s,20000
M,577.0,0,bc25871148cbd260,20s,40000
F,661.0,0,1a8eefebbcb34ea2,50s,40000
M,690.0,0,817209ef7ecdf337,50s,40000
M,800.0,0,8a57bde2d7b11112,40s,70000
F,717.0,0,e3117edc79afdd0b,40s,30000
F,619.0,0,f143b109f07240af,50s,60000
M,579.0,0,e6282b028fa0c6bd,60s,50000
M,666.0,0,6142a2130fad22a6,50s,70000
F,737.0,0,f6c92824256c30ef,30s,50000
F,665.0,0,8a9466a5fb3d62a3,40s,60000
M,718.0,0,e7d35ac5bf5779f0,50s,50000
M,667.0,0,ae8f0c7c960434d5,30s,60000
M,730.0,0,8f3cf9bfb1f24c63,40s,20000
M,568.0,0,2938631dd897198c,20s,10000
M,792.0,0,bff286c76af6966c,50s,60000
F,602.0,0,f608dd2cafb1f517,40s,60000
M,736.0,0,e28b7fa6f0158971,50s,60000
M,661.0,0,25d24edf513d4db7,50s,40000
F,672.0,0,01f26301e536ac6c,20s,80000
F,663.0,0,8171a64dafa25ba5,30s,40000
M,698.0,0,f5cd470b80e7d48e,50s,60000
F,712.0,0,a9262cfca5c7906a,20s,60000
F,754.0,0,ed2728512d521718,50s,80000
F,779.0,0,3808ea94189671e1,30s,40000
M,703.0,0,031278d0c070fad9,40s,40000
M,800.0,1,da51aabf5ccd3b9a,40s,20000
F,687.0,0,57417a019704b53d,50s,80000
M,755.0,0,7b42dc81b81bcdd9,50s,60000
M,710.0,0,86036d0146bc7d3f,30s,60000
F,693.0,0,4723f193da832077,30s,60000
F,715.0,0,f276f6c9b21b6709,40s,30000
M,678.0,0,fdaeac90165b1cad,50s,50000
F,709.0,0,1213b8b2f1a1e836,50s,30000
M,741.0,0,4898062c893a53a1,30s,40000
F,678.0,0,d6938a107fdf2251,60s,40000
F,474.0,0,935bba95d6fd4475,20s,40000
M,797.0,0,fb4fd6eef10947cc,20s,20000
M,659.0,0,04488fe9d2b1d415,20s,80000
M,622.0,0,bd780eea1e1a10d5,60s,60000
F,601.0,0,8507102210b70223,20s,50000
F,656.0,0,7371f7f7e96fde33,40s,60000
F,641.0,1,9eb56e63d20c582c,50s,60000
F,628.0,0,415fd00fc6c3e8a9,50s,50000
M,632.0,0,9a853ca987ae5462,60s,60000
F,717.0,0,955de6745451c8c7,20s,50000
M,822.0,1,fe437b397935fc76,30s,60000
M,737.0,0,36af27b466da9748,40s,60000
F,759.0,0,44057974d3e66820,50s,50000
F,654.0,0,1193d2e657df3247,40s,50000
M,687.0,0,59ba01260fbf745d,40s,80000
M,710.0,1,15c7e8fd090e0d40,30s,40000
F,634.0,0,2c36d8a42d1f8859,20s,60000
F,650.0,0,c64fafa3746927db,30s,60000
F,740.0,0,e5d2782be74334e5,30s,40000
M,756.0,0,c85caac4807c69c6,40s,40000
M,685.0,0,cb1c2c2d5c784d92,50s,40000
M,596.0,0,805b7fd7fd4715b3,40s,40000
F,659.0,0,9c14498bfc19f310,40s,20000
F,579.0,0,7b3caf30a0b2b822,20s,40000
M,685.0,0,7a55bf410dcea934,40s,50000
M,698.0,0,31033cc06651d167,30s,70000
M,661.0,0,31aa113e67182422,20s,60000
F,697.0,0,0a6b41c4a1a9a6ec,20s,10000
F,709.0,0,040c0ec855c3aafd,50s,60000
M,698.0,0,e21e977d5f7ef09d,60s,40000
M,596.0,0,08122f56a52052df,40s,60000
F,662.0,0,ebb3b60b0bd003d9,60s,50000
M,709.0,0,73cc9f14506f52d0,20s,50000
F,791.0,1,6460c705c681b8cc,30s,50000
M,661.0,1,2cc60fa98a6b41c6,60s,50000
M,719.0,0,97f04c5da74dbeb0,20s,70000
F,741.0,0,42784ef2404a5659,40s,50000
M,666.0,0,b8bcf18a5444a12c,20s,70000
M,760.0,0,60f6124b9364f809,30s,70000
M,764.0,0,191cb80962b89dab,40s,60000
M,777.0,0,a54ae8fc4da6fa9e,30s,20000
M,712.0,0,45100899692d0119,50s,70000
M,845.0,1,48623d45c66210a5,60s,40000
M,637.0,0,0999b1fe80ed7838,40s,60000
M,829.0,0,dcee108d4eb2a9ab,40s,30000
F,734.0,0,740d74bb59e174be,20s,30000
F,774.0,0,2f5897b952851576,30s,90000
M,658.0,0,2718ab3a36ee9f13,20s,30000
M,739.0,0,6edea1d5b9d2ba59,50s,70000
M,780.0,0,a1ec55d1a4038f48,30s,50000
F,604.0,0,1dbaa556a49bca02,30s,40000
F,669.0,0,5943137439892548,50s,50000
M,530.0,0,88e456e641d26abe,50s,30000
M,668.0,0,57277131faaf4b6b,40s,50000
M,623.0,0,a761cb296bd99659,20s,30000
M,665.0,1,58a9433effc18988,40s,40000
F,850.0,0,9f46bc4c4bad01b9,40s,70000
M,800.0,0,98ae08177a8c2780,30s,50000
M,579.0,0,81b053525e89aa3d,50s,20000
M,719.0,0,824696a146dac572,60s,70000
M,736.0,1,7528682090a7dddc,30s,50000
M,656.0,0,6d2971c726c62afb,30s,40000
F,692.0,0,7dd97c6bb7580ec7,30s,60000
M,699.0,0,4997b248c198ebeb,50s,50000
F,586.0,0,f03231c56becb487,20s,30000
M,608.0,0,97a8d4ce6f91537e,50s,80000
F,692.0,0,881dc827a21b126e,50s,50000
F,687.0,0,ee7156193286bd7d,40s,50000
F,630.0,0,87d77634b03faa39,40s,40000
F,624.0,0,98a9ea00560907c3,50s,70000
F,674.0,0,fa8b9b5ffc5985ce,50s,40000
F,742.0,0,338c83ec6f7b7e90,30s,20000
F,675.0,0,cb0553f4613fe904,20s,40000
M,794.0,1,5d92aca56d425559,40s,70000
M,631.0,0,25d94737051b3cd1,20s,60000
M,694.0,0,88f2f2b2448733d1,20s,50000
F,655.0,0,ee0ea5784be8369e,60s,70000
M,721.0,0,83f99b01bf97e35f,40s,60000
M,625.0,0,6dfac30a8fe54632,40s,50000
F,815.0,0,b58917dc183ca562,20s,50000
M,562.0,0,ed0a5045f7ecfa51,20s,60000
M,800.0,1,a7273fd4676d68d1,20s,40000
M,686.0,0,3fc68f8a153095eb,30s,50000
M,719.0,0,96a7117017e7cd99,20s,60000
M,773.0,0,97812dbbd8f7d04f,30s,20000
M,740.0,0,888b53c0a0684034,30s,50000
M,629.0,0,a8a847c2ed0d24b8,40s,40000
M,722.0,0,7294baa8bd3030e7,40s,70000
M,811.0,0,102b8818930a59fe,30s,20000
F,618.0,0,f1a1251041ce0bfb,40s,40000
M,828.0,0,c06d5a634e0f3d96,20s,40000
F,707.0,0,806e3d80486d96ba,30s,70000
F,650.0,0,1d9764facc071cb8,60s,50000
M,617.0,0,29f056e469c6717c,60s,80000
M,664.0,0,addb5420601ad1b8,40s,60000
M,543.0,0,000dc8aae59a2dbb,60s,40000
F,651.0,0,7651d45b9d85ed06,40s,50000
F,662.0,0,ecfdb59af1a18ffb,20s,40000
F,605.0,0,6929c9c5ff398a98,50s,70000
M,732.0,0,43e3b75c76f86a0f,30s,30000
F,665.0,0,f87334a6ea0f1401,40s,40000
M,635.0,0,cfa06e239f3a8fba,40s,60000
F,657.0,0,95183eee67127bb8,30s,70000
M,705.0,0,fdefaf733c426537,50s,10000
F,685.0,0,aeb91f4f7979b195,40s,70000
F,631.0,0,1aae90a981751ebb,30s,50000
M,689.0,0,bbbf4f7415c2dce7,30s,20000
F,676.0,0,276fd8d03af54f27,50s,10000
M,600.0,0,58b8623a5becceae,30s,20000
F,660.0,0,f9ce729ed4cfb0e9,20s,50000
M,721.0,0,124ee545f7cf6174,50s,50000
F,720.0,0,53ad1906479b9dea,30s,60000
M,664.0,0,055b5fe7d08cb7a2,40s,40000
F,727.0,0,45cb1e3d79591499,50s,30000
F,611.0,0,c7978079fabbcc4b,50s,40000
F,614.0,0,644860cef8fa10d2,40s,50000
F,662.0,0,e495ae697db3bf04,50s,50000
F,785.0,0,441670f8756adb75,50s,40000
F,691.0,0,750e68163805a529,60s,70000
M,661.0,0,0bea4e6f690d7f4e,20s,40000
F,788.0,0,3d2c1d47b5d7aadd,50s,30000
M,660.0,0,da41429b5bb61b3f,20s,40000
F,836.0,1,8d31a022b2127dec,50s,70000
M,644.0,0,923ab38b46e87efd,20s,50000
F,609.0,0,b6ff523ead6d16ee,30s,40000
F,668.0,0,cd5779a0ac3a2dff,20s,70000
M,663.0,1,64cc40b2928e0dba,40s,90000
M,623.0,0,4ddb258d7baa756f,20s,50000
F,850.0,0,fbd28656fb54bf4a,20s,70000
F,702.0,0,2ef878101e01ac57,40s,70000
M,712.0,0,e67e6f81989f8278,60s,40000
F,648.0,0,800af139635803ac,40s,50000
F,640.0,0,485ed0a5786ae8f5,30s,30000
M,752.0,0,fac8b708e1417464,40s,50000
M,563.0,0,f1063377c9168f44,40s,40000
M,600.0,0,c301c22445d9a17e,30s,40000
F,663.0,0,5ac3c193abf2ec03,40s,40000
M,775.0,1,3a9aeed7d75390e6,20s,40000
F,654.0,0,e64761d329f2f899,30s,60000
F,709.0,0,0d756ff72973811d,40s,50000
M,682.0,0,08e3c7d26b6a3c85,30s,20000
F,771.0,0,632ed79da3f89409,20s,40000
F,569.0,0,efb7d6ec91983c2c,20s,20000
M,732.0,0,243e5958c013330b,50s,50000
M,666.0,0,44d0335266ec19e3,30s,60000
M,745.0,0,62acf31b1b611ebd,20s,50000
M,623.0,0,ecc4bb095fb53fdb,50s,40000
M,682.0,0,ddf93d0f924ab77d,40s,50000
F,673.0,0,25eb373786c6dc2a,30s,40000
M,610.0,0,32e198c082246f89,50s,30000
M,590.0,0,c37b799b0dd3e93e,30s,60000
F,639.0,1,9c0365cd0aa3e02b,40s,60000
F,689.0,0,7a1a6c3727ae6741,50s,70000
F,627.0,0,d66f2790d0640512,40s,40000
F,657.0,0,251db63be58a3638,20s,70000
M,548.0,0,4cd97f2c321f6ea8,40s,40000
M,654.0,0,bb512d696f063324,50s,60000
F,752.0,0,6cf3cd44f1abcc55,20s,40000
F,729.0,0,e749117640306ae6,20s,50000
F,674.0,0,8d7d679141ed8a60,40s,10000
M,697.0,0,5bafd8a9154bfea1,20s,40000
F,622.0,0,abf39cf91d0e71b9,50s,50000
F,794.0,0,a331ea913d886a4f,20s,40000
M,825.0,1,6b2ed3feb6e72e81,60s,80000
F,692.0,0,c4037ebdb45989f6,40s,30000
F,850.0,0,4b539561ded87fb7,30s,40000
M,632.0,0,64dd4c8801f3629e,30s,30000
M,592.0,0,e97f1efe8512d282,30s,40000
F,630.0,0,de7aefd23227c3db,50s,70000
M,665.0,0,69ea85d38c2b047e,50s,80000
M,842.0,0,c631f72eeabc5232,20s,40000
M,660.0,0,8d8fc94d655ced53,40s,40000
M,620.0,0,ea2bda299a7e040c,60s,30000
F,617.0,0,1061263bbc67246b,30s,70000
F,760.0,0,ec1edbe9f3cd2151,50s,70000
M,750.0,0,c56ebe0667b94b1f,20s,50000
F,646.0,0,ccab7851aa50c646,50s,20000
F,549.0,0,b1e9fa4b20b9e578,20s,30000
M,601.0,0,b968b3569743c2e9,30s,50000
F,800.0,0,76babbcc4b3a377a,40s,60000
M,728.0,0,a67ef4a4b06c6fde,30s,10000
F,685.0,0,8c59989c76b0f845,20s,40000
F,811.0,0,5b6af6d1b772c27f,40s,80000
F,817.0,0,0da570f5267d1fa3,20s,50000
M,677.0,0,49ff6854afb793bf,60s,80000
F,679.0,1,dcb62c5ce7daeecd,20s,60000
M,639.0,0,14a187baadc88f2d,30s,30000
M,660.0,0,9e35a144eefbe3f3,60s,40000
M,576.0,0,36b1584f17eddf8d,20s,50000
F,576.0,0,a03854beb6d235ef,20s,30000
M,559.0,0,6d98f9f35b33698f,50s,30000
F,756.0,0,499e571da8ce558e,20s,80000
F,571.0,0,102feab41ce197b8,50s,30000
M,816.0,0,abd6131d228dbefd,30s,70000
M,629.0,0,b86423ef7d9119fe,50s,40000
M,802.0,1,8beef10cf1871025,30s,50000
F,654.0,1,f153305242790be9,20s,60000
F,570.0,0,e6575bfe2220ac6a,60s,40000
M,770.0,0,19d1db50686262ca,50s,60000
F,778.0,0,db3a0a08b4472e08,60s,10000
M,617.0,0,e0c42a3502d9736e,30s,60000
F,657.0,0,fe86d87f0b75bcb4,30s,10000
F,617.0,0,a99e9022f25632b1,40s,50000
F,672.0,0,96a6c0477c1e2a50,30s,70000
F,688.0,0,92e994445ea6c447,30s,60000
F,655.0,0,63a959f887f8941a,30s,30000
M,553.0,0,3ffe92acc57ec972,40s,30000
M,639.0,0,ec78570c4cb6e35e,20s,40000
M,729.0,0,7496e8f071f34590,30s,50000
M,665.0,0,861c88c4b13dcc03,30s,10000
F,657.0,0,bdf820abeeba9017,20s,50000
F,615.0,0,a4a7ad51a2c101f3,20s,60000
F,637.0,0,b600436f211e4c2d,40s,40000
M,779.0,0,5573a6c5d0914d2d,20s,60000
F,600.0,0,e11cce0875452d22,30s,50000
M,730.0,0,29debe1bc94f0054,40s,40000
M,683.0,1,c3a6de0ec447ea2e,50s,20000
F,697.0,0,ec040b6e3f1514b4,20s,50000
F,629.0,0,96934fb961b4f643,30s,30000
F,655.0,0,2f03a97c64ad7053,20s,40000
M,680.0,0,fa3876e2a0049f83,30s,60000
F,644.0,0,0a0b9dc8cb280277,40s,80000
M,703.0,0,3a591ec54cf00cad,50s,50000
F,712.0,0,25b2e2881fd721bc,30s,60000
F,832.0,1,86c5e178e6615dea,60s,20000
M,699.0,0,12ec7eba15a0fbc2,20s,50000
M,546.0,0,41765d39b138f187,20s,50000
M,761.0,0,20c840208318bd26,20s,70000
F,666.0,0,50bd29aab6e8f8f7,30s,40000
M,821.0,1,38554c749bfd1798,20s,50000
F,783.0,0,022d41a79bc7b96d,20s,70000
F,645.0,0,789305ce66a6837a,30s,50000
F,731.0,0,665ae86b2fe3ac3f,60s,30000
M,638.0,0,8172d7744b24695e,50s,100000
F,680.0,0,1c2f2520e11b43c7,20s,30000
M,727.0,0,ccafbe8a40b80f37,60s,50000
F,758.0,0,fc60a19589984213,20s,60000
F,743.0,0,715442e0217c0332,30s,50000
F,685.0,0,765ff97ec2873277,30s,50000
F,850.0,0,03e8b86335e55890,30s,50000
M,654.0,0,dfe5fbe8f4c69911,50s,50000
M,567.0,0,6eb0d05c7fc863ed,50s,30000
M,581.0,0,3c95df58b7ee3155,40s,90000
M,783.0,0,312b7cba6f5fb859,40s,50000
M,675.0,0,09d3a78e67440624,50s,60000
M,691.0,0,27e11800d0f159e5,20s,40000
M,642.0,1,fe2b05295667c50b,30s,40000
M,648.0,0,c994d0b1c8df2f05,20s,40000
M,625.0,1,286634896aa23c14,50s,20000
F,713.0,0,3cf7ececc2e8d30d,30s,50000
F,673.0,0,d633785d0202fdbc,40s,40000
M,710.0,0,89e61cf04c7f81d2,40s,70000
M,704.0,0,f69cf5e218941e5b,30s,30000
M,650.0,0,df989620684e841b,20s,40000
F,578.0,0,ef4332b7d2958e2c,60s,30000
M,572.0,0,10863b282e9f1636,30s,80000
M,850.0,0,8ab58674f5036443,20s,30000
M,783.0,0,89c8fc080fb04d6e,30s,60000
M,774.0,0,2449f8db56c8e611,50s,70000
M,633.0,1,cec34249f0a2daec,30s,50000
F,681.0,0,106d4099bb0917e8,60s,30000
F,623.0,0,59e048810554f9e4,40s,30000
F,588.0,0,7c09f11c39834cd8,50s,70000
F,639.0,0,ca69bd5f68a4ba1d,40s,30000
F,773.0,0,a15863c4fab3ba6c,20s,60000
M,739.0,0,9725f70a3d83ad0c,40s,50000
F,612.0,0,5598a69f36ae7d67,30s,60000
M,658.0,0,49469169ef6eef40,20s,60000
M,732.0,0,af463f8fa0058901,40s,30000
F,640.0,0,376164b9a4b37e15,20s,30000
M,686.0,0,996f3db4d52b4da5,50s,60000
M,708.0,0,943fe4170b43e5e4,50s,40000
F,707.0,0,11da417c12eb1448,20s,10000
F,698.0,0,0afb26f734217f2e,40s,60000
F,634.0,0,e6445b738f1bc647,40s,30000
M,641.0,0,229acdf909bc932e,20s,60000
M,601.0,0,cd106a6b9a3e810a,30s,80000
F,571.0,0,d54e961345718a5e,30s,50000
M,672.0,0,29b8f2a9af41e9a5,20s,70000
F,737.0,0,f6f5d8cfa449a7ed,50s,50000
M,583.0,0,cef3c996747f19f4,30s,80000
M,699.0,0,b0f03119c581cace,50s,30000
M,735.0,0,2a1c729ce1518803,40s,50000
F,551.0,0,b2c575faa291ee19,50s,60000
M,661.0,0,27ad4e2e8e0a37db,60s,50000
M,795.0,0,5a4733140257d298,40s,70000
M,719.0,0,150081877b17fb05,30s,40000
M,549.0,0,21da9cfe6d69ba10,30s,90000
M,726.0,1,52e6ae593331cc0a,50s,90000
F,628.0,0,fca777f0423ee9f5,30s,60000
M,728.0,1,6eda6e2de494ae52,40s,60000
F,632.0,0,69edc392975fa61a,20s,70000
F,676.0,0,81b124038520a0f6,60s,30000
M,642.0,0,f9cc63b2aa82f4fa,40s,30000
M,680.0,0,c6e3c8e8356460cd,30s,70000
F,640.0,0,65cff31a15387559,40s,50000
M,664.0,0,e5e5f43e22b30c4e,30s,50000
M,598.0,0,b99cafe403dd402e,20s,50000
F,714.0,0,67ec050709242d2e,50s,10000
F,692.0,0,7c5ad8eea80ca63e,50s,50000
F,567.0,0,12c333610c7ae834,50s,40000
M,750.0,0,45d5887f5c64ff18,30s,70000
F,668.0,0,848165ff033a7605,30s,70000
F,691.0,0,478a104f92b39a27,20s,60000
M,734.0,0,9aad3e8090120800,50s,60000
F,703.0,0,f42f56409f15c192,30s,20000
M,762.0,0,2436b7b56059e187,50s,60000
M,659.0,0,41b5f42c4a1c8587,50s,60000
M,752.0,1,8605ce8566999c09,20s,70000
M,716.0,0,fdb2f5f7062100fb,20s,20000
F,708.0,0,c030eb79fa77cbeb,40s,40000
F,767.0,0,4327659c9f1a0e7a,40s,40000
F,730.0,0,2011a435d18e9fa0,60s,50000
F,649.0,0,4c0c390e3a735d32,40s,50000
F,635.0,0,e4e5f9f76c3db519,50s,50000
M,677.0,0,b63afa25b97e9c3e,40s,70000
M,627.0,0,d978d1100c202c8d,50s,30000
M,606.0,0,79d10be33b81968b,50s,30000
